iestades_kods;nosaukums
250000117;Martinova Vaira - neirologa ārsta prakse
600200037;Ogorelova Jeļena - ģimenes ārsta prakse
10001414;Ruttasu privātprakse, SIA 
640600019;KAZDANGAS AMBULANCE, Aizputes novada domes Kazdangas pagasta pārvalde
130077420;Oculus, SIA
10000464;Kudojare Natālija - ģimenes ārsta prakse
19275424;Polukarova Tamāra - ģimenes ārsta prakse
740600012;Ārstu prakse AiMed, Sabiedrība ar ierobežotu atbildību
10000487;Līcītis Lauris - ārsta prakse imunoloģijā
10064516;KOMERCFIL, Sabiedrība ar ierobežotu atbildību 
500200060;RANKAS AMBULATORĀ ĀRSTNIECĪBAS IESTĀDERANKAS FELDŠERU-VECMĀŠU PUNKTS, Gulbenes novada Rankas pagasta pārvalde
10019111;Rīgas Stradiņa universitātes Stomatoloģijas institūts, Sabiedrība ar ierobežotu atbildību
10064541;KROKUS UN KO, Sabiedrība ar ierobežotu atbildību
10000202;MEDIKUS LNK, SIA
170000149;Eglīte Santa - fizioterapeita prakse
420200005;Miķelsone Inga - ārsta prakse zobārstniecībā
110000047;Reāls, Sabiedrība ar ierobežotu atbildību
10064025;LaTi un Kompānija, Sabiedrība ar ierobežotu atbildību
50075423;Zamjatina Inna - ģimenes ārsta prakse 
10001605;ARTRĪTA KLĪNIKA, SIA
90075404;Dainas Vaivodes ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001528;Rakļinska Tatjana - fizioterapeita prakse
210075419;Rodionova Olga - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
10001606;RODERMA, Sabiedrība ar ierobežotu atbildību
10001607;AdamEye, SIA
50000139;Latgales medicīnas centrs, Sabiedrība ar ierobežotu atbildību
270064101;Kronoss, Sabiedrība ar ierobežotu atbildību
10000393;Apinīte Ilze - ģimenes ārsta prakse
10000969;Šapele Indra - ģimenes ārsta un pediatra prakse 
10001608;MPD Prakse, Sabiedrība ar ierobežotu atbildību
326100005;Veigure Daiga - ārsta prakse zobārstniecībā
360200012;Prindule Arita -ģimenes ārsta prakse
440200023;Vecsalienas pagasta feldšeru punkts, VECSALIENAS PAGASTA PĀRVALDE
210077424;Zjablikovs Romans - ārsta prakse ginekoloģijā, dzemdniecībā
270000059;Dr.Brencēns, Sabiedrība ar ierobežotu atbildību
941600034;Lūkins Didzis - fizioterapeita prakse
500200022;STĀMERIENAS DOKTORĀTS, Gulbenes rajona Stāmerienas pagasta J.Seļicka ārstu prakses individuālais uzņēmums
10001358;Melbārde-Gorkuša Inga - ārsta prakse ķirurģijā
19375426;Volujeviča Aija - ģimenes ārsta prakse
10000414;Demčenkova Ņina - ģimenes ārsta un pediatra praks
425700003;Jaunpiebalgas pašvaldības ambulance, SIA
210000061;Edenta Pluss, Sabiedrība ar ierobežotu atbildību
10000933;Jurjānu privātprakse, SIA
10000532;Premium Medical, Sabiedrība ar ierobežotu atbildību
210000062;Jurina Ērika - ārsta hematologa un internista prakse
660200036;Krauze Egita - ģimenes ārsta un pediatra prakse 
210075423;Sidorenko Natālija - ģimenes ārsta un kardiologa prakse
10001612;Sidhoma Elga - ārsta prakse dermatoloģijā, veneroloģijā
10000349;GELEKS un Ko, Akciju sabiedrība
19175411;ANDAS KARIŅAS ĢIMENES ĀRSTA PRAKSE, SIA
801200024;SEMPERA DG, Sabiedrība ar ierobežotu atbildību
801200004;Beķe Gundega - ģimenes ārsta prakse
905100011;Fizioterapeites Jeļenas Adiņas privātprakse, IK 
10065217;NTL, SIA
804400021;ASEPTA, SIA
90000062;Zīvertes prakse, SIA
50000140;Šuhtujeva Irina - ģimenes ārsta prakse
640600022;Capļina Violeta - ģimenes ārstu prakse
10095201;RSU Ambulance, SIA
170077213;Elise NB, SIA
270075405;Inas Zemtures ģimenes ārsta-pediatra prakse, SIA 
10000266;Grīviņa Gita - ģimenes ārsta prakse 
270077409;Māra Dzelmes ārsta prakse ginekoloģijā, SIA 
10001616;Dr.R.Mačuks, Sabiedrība ar ierobežotu atbildību
641600014;Naļivaiko Agnese - zobu higiēnista prakse
424700004;Ineses Jēkabsones ārsta prakse zobārstniecībā, IK
781800017;ES-ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10000116;Karls Raimonds - ārsta prakse dermatoloģijā, veneroloģijā
10000047;Ļisina Gaļina - ārsta prakse homeopātijā un elektropunktūras diagnostikā pēc Folla metodes 
10000504;INESES STĪPNIECES ZOBĀRSTNIECĪBAS KLĪNIKA, Sabiedrība ar ierobežotu atbildību
270077412;Purēns Alvils - ārsta prakse ginekoloģijā, dzemdniecībā 
130000088;Viroterapijas & Integratīvās medicīnas klīnika, SIA 
500200029;Luguzis Egīls - ģimenes ārsta prakse 
500200030;Grīnšteine Ieva - ģimenes ārsta prakse 
210077412;Aijas Krišānes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10000836;Apbedīšanas nams-krematorija Paradisus, Sabiedrība ar ierobežotu atbildību
10000404;ELECTA, Sabiedrība ar ierobežotu atbildību
170000151;Kārkliņa Dace - ārsta prakse alergoloģijā
10077480;Liepiņa Linda - ģimenes ārsta prakse
19275431;Dombrovska Ineta - ģimenes ārsta un pediatra prakse
19275431;Dombrovska Ineta - ģimenes ārsta un pediatra prakse 
880200058;Kalēja Ieva - ārsta prakse oftalmoloģijā
90077215;Velsi, Sabiedrība ar ierobežotu atbildību
360800006;BC zobārstniecība, Sabiedrība ar ierobežotu atbildību
90000063;Jelgavas novada Sporta centrs
250000157;DENTA M, SIA
10001617;Sprūģe Ilona - ārsta prakse psihiatrijā
10001618;Roderte Irita - ārsta gastroenterologa un internista prakse
961600009;Reuta Agnese - masiera prakse 
10001619;Danilāne Arita - ārsta prakse oftalmoloģijā
10001620;ACCESS AV, SIA
10000192;Laizāns Paulis - ārsta prakse bērnu ķirurģijā
19464513;STENS, Sabiedrība ar ierobežotu atbildību
10001621;Tinedo, Sabiedrība ar ierobežotu atbildību
19477208;Aleksejeva Inese - ārsta prakse zobārstniecībā
10001622;ARDE Dental, SIA
10001571;Dr.Snipes ārsta prakse, Sabiedrība ar ierobežotu atbildību
90000108;SANUS SN, SIA
905100005;Brumermane Dace - ārsta prakse zobārstniecībā
10001623;RSU Nukleārās medicīnas klīnika, SIA
10001624;Nukleārās medicīnas centrs, Sabiedrība ar ierobežotu atbildību
1000022;Zemītis Andris - ārsta prakse osteopātijā
10000544;DZĪVES HARMONIJA, Sabiedrība ar ierobežotu atbildību 
500200027;TAVAI UN MANAI VESELĪBAI, Sabiedrība ar ierobežotu atbildību
10054151;RĪGAS CENTRĀLCIETUMS, Ieslodzījuma vietu pārvalde
;
10000568;Kraucis Arturs - fizikālās un rehabilitācijas medicīnas ārsta prakse
381600009;Milakne Vija - ārsta prakse zobārstniecībā
10001625;Dermamed, SIA
19577416;Čicins Sergejs - ārsta prakse psihiatrijā
540200018;Bērziņa Maruta - ģimenes ārsta prakse
900200047;Ginekologu prakse, Sabiedrība ar ierobežotu atbildību
10001626;Klīnika Piramīda3, SIA
19277203;JK Dent, SIA
130077206;REDENT, Sabiedrība ar ierobežotu atbildību
740200096;Andas Gutovskas privātprakse, SIA
10054114;DZELZCEĻA VESELĪBAS CENTRS, Sabiedrība ar ierobežotu atbildību
50043801;DERMATOVENEROLOGS, Sabiedrība ar ierobežotu atbildību
10000037;Dmitrijevs Oļegs - ārsta prakse zobārstniecībā
130077419;Dakteres Skerškānes prakse, Sabiedrība ar ierobežotu atbildību 
10001628;Radziņa Maija - ārsta radiologa diagnosta prakse
170000010;Vēvere Inga - ārsta prakse ginekoloģijā, dzemdniecībā
19377212;Fedorovičs Oļegs - ārsta prakse zobārstniecībā
10001583;Konoda Kristīna - fizioterapeita prakse
420200023;Zariņš Guntis - ārsta prakse akupunktūrā 
19477802;Brehmanis Andris - masiera prakse
620200019;Rutas Lūciņas ārsta prakse, Sabiedrība ar ierobežotu atbildību
424700002;IERIĶU DIENAS APRŪPES CENTRS, Amatas novada pašvaldība
19364005;MATULES UN MELKAS GINEKOLOĢIJAS PRIVĀTKLĪNIKA, SIA
780200002;Doroško Ingrīda- ģimenes ārsta prakse
10055252;IĻĢUCIEMA CIETUMS, Ieslodzījuma vietu pārvalde
10054211;VESELĪBAS CENTRS BIĶERNIEKI, Sabiedrība ar ierobežotu atbildību 
601000010;Leonardovs Igors - ārsta prakse neiroloģijā
500200061;Boka Justīne - fizioterapeita prakse
19477227;Dr. Unas Jankavas zobārstniecības prakse, Sabiedrība ar ierobežotu atbildību
10001631;Marnauza Ligita - ģimenes ārsta prakse
250000121;Valmieras zobārstniecība, SIA
10000898;MED PROF, Sabiedrība ar ierobežotu atbildību
19677203;Sondore Lauma -ārsta prakse zobārstniecībā
250000125;Zālamans Jānis - ārsta prakse anestezioloģijā, reanimatoloģijā 
409500009;Vecumnieku novada pašvaldības iestāde Vecumnieku veselības centrs
10001424;Miķelsones Daces ārsta prakse zobārstniecībā, SIA
700200046;Kreicberga Dace - ģimenes ārsta prakse
270000065;Ivanova Gaļina - ārsta prakse neiroloģijā
10001633;Art of beauty, Sabiedrība ar ierobežotu atbildību
130064504;R & DE, Sabiedrība ar ierobežotu atbildību
360200033;Strodāne Baiba - fizioterapeita prakse
170064503;VEITES ZOBĀRSTNIECĪBAS KABINETS, Sabiedrība ar ierobežotu atbildību 
90000078;Ivins Aleksandrs - masiera prakse
10001634;BIOSENTA, Sabiedrība ar ierobežotu atbildību
10001635;Jasko un Ko, Sabiedrība ar ierobežotu atbildību
700200016;SVAIRA, Sabiedrība ar ierobežotu atbildību
10019100;Rīgas Stradiņa Universitāte
10000038;Ievas Ščerbickas Zobārstniecības Prakse, Sabiedrība ar ierobežotu atbildību
10000462;VARAM, Sabiedrība ar ierobežotu atbildību
10064524;DIENA PIRMS JĀŅU NAKTS, Sabiedrība ar ierobežotu atbildību
801600071;KF DENTAL, Sabiedrība ar ierobežotu atbildību 
807600025;Medsport, Sabiedrība ar ierobežotu atbildību
170077433;Ārgalis Uldis - ārsta prakse traumatoloģijā, ortopēdijā
10001637;I.Prudāna ķirurga prakse, SIA
250000105;ULTRASONOGRĀFIJAS CENTRS, SIA
460200022;Ruicēna Leila - ārsta prakse zobārstniecībā
10001242;Sotņikova Svetlana - ārsta prakse zobārstniecībā
10001639;LOR Klīnika, Sabiedrība ar ierobežotu atbildību
360200023;Zorina Ņina - ārsta prakse zobārstniecībā
170064506;ALGORITMS L, SIA
170000153;Feldmane Baiba - masiera prakse
10000345;FAST DENT, Sabiedrība ar ierobežotu atbildību
170000112;Mertens Agris - ārsta prakse traumatoloģijā, ortopēdijā
10000174;Žeidure-Reimane Egmonda - ārsta prakse zobārstniecībā
90000087;Junora, Sabiedrība ar ierobežotu atbildību
270065202;BINI, SIA 
10064564;Proprium, Sabiedrība ar ierobežotu atbildību
90000056;Šušpanova Larisa - ārsta prakse ginekoloģijā, dzemdniecībā
10001641;PIRMĀ MIOFUNKCIONĀLĀ KLĪNIKA, Sabiedrība ar ierobežotu atbildību
90077426;A. Veržbicka ārsta prakse, SIA
380200012;Suharževska Laurija - ārsta prakse zobārstniecībā
19464501;DIAS GRUPA, Sabiedrība ar ierobežotu atbildību
250000097;Balode Lauma - masiera prakse
880200039;Maltavniece Malda Anita - masiera prakse
19177412;Egila Vjatera privātprakse, SIA
19377210;Osipova Marina - ārsta prakse zobārstniecībā
801600072;SRC SIGULDA, SIA
50077208;Palušina Svetlana - ārsta prakse zobārstniecībā
210075410;Putra Marija - ģimenes ārsta prakse
500200047;OZOLI-1, Gulbenes rajona Lejasciema pagasta zemnieku saimniecība
90000092;Peļņika Natālija - zobu higiēnista prakse
19275430;Kaļinkina Galija - ģimenes ārsta prakse
10000519;SATTVA-OM, SIA
640600011;KURZEMES ATSLĒGA1, Akciju sabiedrība
50077204;Baļuļs Eduards - ārsta prakse zobārstniecībā
50077206;Šingarjovs Dmitrijs - ārsta prakse zobārstniecībā
19177416;Meikšāne Vizma - ārsta prakse pediatrijā un bērnu neiroloģijā
19177416;Meikšāne Vizma - ārsta prakse pediatrijā un bērnu neiroloģij
10000076;Signes Kramiņas zobārstniecības prakse, SIA
90077202;ZINTAS STRODES ĀRSTA PRAKSE, SIA
760200028;Pelēču feldšeru vecmāšu punkts, PREIĻU NOVADA DOME
10000947;Mihele Zoja - ārsta prakse zobārstniecībā
741400028;Dr.Rukmanes ģimenes ārsta prakse, Sabiedrība ar ierobežotu atbildību
10001642;FIZIO AZ, SIA
560800001;Aknīstes veselības un sociālās aprūpes centrs, Sabiedrība ar ierobežotu atbildību
10001643;S.Gertneres ārsta prakse, Sabiedrība ar ierobežotu atbildību
760200032;Prīkuļu feldšeru vecmāšu punkts, PREIĻU NOVADA DOME
804900013;SOL RISA Piņķu zobārstniecība, SIA
801600035;Vanags Vairis - sporta ārsta un osteorefleksoterapeita prakse
170000162;Pavlovska Ina - ārsta prakse otolaringoloģijā
10001180;Dr. Lūkass zobārstniecības prakse, Sabiedrība ar ierobežotu atbildību
90000109;ILFO FIZIO, SIA
170000154;Grusa Inga - ārsta prakse zobārstniecībā
170000155;Vasiļjeva Ieva - fizioterapeita prakse
19164517;ILODENT, Sabiedrība ar ierobežotu atbildību
19375433;L.Petražickas Doktorāts, SIA
500200062;Krēsliņa Inta - ģimenes ārsta prakse 
50000039;Manu propria, IK
50075428;Minčenko Valerians- ģimenes ārsta prakse
10001645;Breide Inese - ārsta prakse traumatoloģijā, ortopēdijā
400200057;Inesas Avotiņas ārstu prakse, SIA
10001646;VIENOTS, Sabiedrība ar ierobežotu atbildību
10000254;TARI, Sabiedrība ar ierobežotu atbildību
809600002;SenSil, Sabiedrība ar ierobežotu atbildību
10001647;Willow Med, SIA
19177418;Ārstes Margaritas Puķītes prakse, Sabiedrība ar ierobežotu atbildību 
10001648;Apines privātprakse, Sabiedrība ar ierobežotu atbildību
50000112;ARI MED, Sabiedrība ar ierobežotu atbildību
10000577;Dental Art, Sabiedrība ar ierobežotu atbildību
10000499;Vaite Sarma - masiera prakse
19177452;Māras Jumejas ārsta prakse psihiatrijā, SI
50064501;SANIA, IK
19377420;Sproģis Juris - ārsta prakse ķirurģijā
600200002;Krasnikova Jeļena - ģimenes ārsta prakse, SIA
10001649;Fotiadu Nataļja - ģimenes ārsta prakse
10001471;Ķirurga-proktologa Andra Gardovska ārsta prakse, SIA
10064514;BF-ESSE, SABIEDRĪBA AR IEROBEŽOTU ATBILDĪBU FIRMA
801200043;Jekaterinas Gerķes ģimenes ārsta prakse, SIA
19477211;Abrante Iveta - ārsta prakse zobārstniecībā
19477212;Drobiševa Maija - ārsta prakse zobārstniecībā 
19377421;Miķelsone Liana - ārsta prakse ķirurģijā
427700003;Jansone Sanita - ģimenes ārsta prakse
10001355;Žiļiča Marina - ģimenes ārsta prakse 
804400018;D & S, Sabiedrība ar ierobežotu atbildību
10000832;SMAIDS, SIA
10000259;HI PRINT, Sabiedrība ar ierobežotu atbildību
10000976;Megger, Sabiedrība ar ierobežotu atbildību
10000064;Cimdiņa Ija - ārsta prakse psihiatrijā, bērnu psihiatrijā un homeopātijā
741400019;Šmite Līga - ārsta prakse zobārstniecībā
10001650;Tensegrity, Sabiedrība ar ierobežotu atbildību
681800001;Zilupes veselības un sociālās aprūpes centrs, Sabiedrība ar ierobežotu atbildību
660200049;Valeine Elīna - fizioterapeita prakse
50077476;Gorškova Ausma - acu ārsta prakse
660200030; Ineses Samulevičas medicīniskā privātprakse, SIA
10001652;Pārdaugavas psihoterapijas centrs, SIA
700200034;Kozlovska Marina - ārsta prakse zobārstniecībā
760200010;Džeriņa Jevģēnija -ģimenes ārsta prakse 
10064028;AG-A, SIA
90000110;Jurkēviča Sandra - masiera un kosmētiķa prakse
50077209;Jevsejeva Jeļena - ārsta prakse zobārstniecībā 
50077221;Verbicka Antonija - ārsta prakse zobārstniecībā
600200018;SALVE D, Krāslavas pilsētas S. Gorenko individuālais komerciālais uzņēmums
130075407;Mihailova Olga -ģimenes ārsta prakse
10001603;Haričeva Valērija - ģimenes ārsta prakse
10000595;Groma Dental Clinic, Sabiedrība ar ierobežotu atbildību
170000050;Spinga Vineta - masiera prakse
10001653;ORTO Centrs, SIA
941600022;KLINTS I, SIA
19164505;K ORALS, SIA
130000089;BioBank, Sabiedrība ar ierobežotu atbildību
10000754;Rīgas71. vidusskola
10001654;Sadu Alberto - ģimenes ārsta prakse
801600073;Podskočijs Kārlis - fizioterapeita prakse
801600074;Veide Artūrs - ģimenes ārsta un arodveselības un arodslimību ārsta prakse
19364001;RELAX-K.M., Sabiedrība ar ierobežotu atbildību
10000385;ULTRAMEDS K, Sabiedrība ar ierobežotu atbildību
19464505;MEDICAL GROUP DENS, Sabiedrība ar ierobežotu atbildību
19577422;Keselis Jānis -ārsta prakse traumatoloģijā, ortopēdijā
804400019;Vijas Plūmes ārsta prakse, Sabiedrība ar ierobežotu atbildību
170077409;Kramēns Andris - fizikālās un rehabilitācijas medicīnas ārsta prakse
10001656;Remese Ineta - ārsta prakse psihoterapijā
19177456; I.Barengo ārsta prakse psihiatrijā, SIA
940200007;G.Ikšeles individuālais uzņēmums
809200001;MURJĀŅU SPORTA ĢIMNĀZIJA
420200076;Dr.Sintijas zobārstniecības prakse, IK
880200008;ĀRSTA PALĪGA KABINETS (feldšera punkts), TALSU NOVADA PAŠVALDĪBA
801600047;AL pluss, sabiedrība ar ierobežotu atbildību 
540200017;Afanasjeva Rita - ģimenes ārsta prakse
19177403;Reinholde Ieva - ārsta prakse pediatrijā
10000435;Kalviņu privātprakse, Sabiedrība ar ierobežotu atbildību
10001657;Gribalsky, IK
10001659;Realengo, Sabiedrība ar ierobežotu atbildību
360200060;A.Ādamsona ģimenes ārsta prakse, SIA
19564004;RAIVJA ARŠAUSKA VESELĪBAS CENTRS, Sabiedrība ar ierobežotu atbildību
10001661;Statera Med, Sabiedrība ar ierobežotu atbildību
50000142;Semjonova Jūlija - fizioterapeita prakse
50000143;Nikolajeva Jeļena - fizioterapeita prakse 
50064505;MEDIKA, Sabiedrība ar ierobežotu atbildību
880200087;VSAM, SIA
250000159;Grunte Inga - ģimenes ārsta prakse
700200052;MĒTRIENAS VECMĀŠU PUNKTS, Madonas novada Mētrienas pagasta pārvalde
10001662;NP Green, SIA
804400022;Arnicāne Ligita - ārsta prakse endokrinoloģijā
10000224;BIPS, Sabiedrība ar ierobežotu atbildību
10064533;Ineses BĒRZUPES medicīniskā privātprakse, SIA
19475411;Frīdenberga Aslēra - ģimenes ārsta prakse
941600023;Agnese1, Sabiedrība ar ierobežotu atbildību
10066302;Plastikas ķirurģijas klīnika, Sabiedrība ar ierobežotu atbildību
10001663;Life harmony, SIA
10064525;Il zobārstniecība, SIA
90000028;Ilziņa Iveta - ārsta prakse ginekolģijā, dzemdniecībā
700200064;Bogdanova Inga - ģimenes ārsta prakse
740600006;I. Beļaunieces ģimenes ārsta prakse, SIA
740600005;Sandras Bērziņas ģimenes ārsta prakse, SIA
809677202;Bagirova Ilona - ārsta prakse zobārstniecībā
901200012;Birkenšteina Anete - ārsta prakse ginekoloģijā, dzemdniecībā 
700200008;Rekuņenko Larisa - masiera prakse
420200055;Nacionālo bruņoto spēku Mācību vadības pavēlniecības štābs
500200034;Elksnis Imants - ārsta prakse oftalmoloģijā
500200028;Luika Marita - ģimenes ārsta prakse
19164053;DR. SOLOMATINA ACU REHABILITĀCIJAS UN REDZES KOREKCIJAS CENTRS, Sabiedrība ar ierobežotu atbildību
50077469;Bojarova Gaļina - ārsta prakse pediatrijā
50077470;Petuhova Larisa - ārsta prakse pediatrijā
130000090;Aleksejeva Svetlana - uztura speciālista prakse
10001666;DentBaltic, SIA
10064550;NEODENT, Sabiedrība ar ierobežotu atbildību
10000357; GYNA, SIA
10000289;ULTRA EXPRESS, SIA
880200056;Stāmers Vilnis - ārsta prakse zobārstniecībā
90077431;S.Ozoliņas acu ārstu prakse, SIA
801600008;SIGULDAS EFEKTS, Sabiedrība ar ierobežotu atbildību Ģimenes ārstu doktorāts
10001667;Astafjeva Veronika - ģimenes ārsta prakse
10000099;DAKTERA S.KVJATKOVSKA ZOBĀRSTNIECĪBAS KLĪNIKA, SIA
19475406;Kerēvica Ārija - ģimenes ārsta prakse
10000507;LATVIJAS FINIERIS, Akciju sabiedrība
10001670;Jakubovskis Māris - ārsta prakse uroloģijā
660200024;Stankeviča Anita - masiera un kosmētiķa prakse
250000160;SG-Dental, SIA
540200012;Liepiņa Ilze - ģimenes ārsta prakse
90077206;Upītes zobārstniecība, Sabiedrība ar ierobežotu atbildību 
440800007;Smilgina Olga - ārsta prakse zobārstniecībā
901200014;Krūzmane Anda - ārsta prakse zobārstniecībā 
901200011;Spuriņa Ilze - ārsta prakse pediatrijā
